sentence,entities,character_entities
"No sooner had 
they reached the door separating Fluffy from the rest 
of the school than Professor McGonagall turned up 
again and this time, she lost her temper.","['Fluffy', 'McGonagall']",['McGonagall']
"Yes, Weasley, from my own House!” 

Harry and Ron went back to the common room.","['Weasley', 'House', 'Harry', 'Ron']",['Ron']
"“Snape came out and 
asked me what I was doing, so I said I was waiting for 
Flitwick, and Snape went to get him, and I’ve only 
just got away, I don’t know where Snape went.”","['Flitwick', 'Snape', 'Snape']","['Flitwick', 'Snape', 'Snape']"
"

“You’re mad!” said Ron. 

",['Ron'],['Ron']
"“After what McGonagall 
and Snape have said?","['McGonagall', 'Snape']","['McGonagall', 'Snape']"
"If Snape gets hold of the Stone, Voldemort’s coming 
back!","['Snape', 'Stone', 'Voldemort']",['Snape']
"

“But will it cover all three of us?” said Ron. 

","['three', 'Ron']",['Ron']
"Harry 
and Ron didn’t talk much.","['Harry', 'Ron']",['Ron']
"

“Better get the cloak,” Ron muttered, as Lee Jordan 
finally left, stretching and yawning.","['Ron', 'Lee Jordan']",['Ron']
"He pulled out the 

Page | 304 Harry Potter and the Philosophers Stone - J.K. Rowling 




cloak and then his eyes fell on the flute Hagrid had 
given him for Christmas.","['304', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Hagrid', 'Christmas']",['Hagrid']
"They couldn’t afford to waste any more time, Snape 
might even now be playing Fluffy to sleep.","['Snape', 'Fluffy']",['Snape']
"

“Neville,” Ron exploded, “get away from that hole and 
don’t be an idiot — ” 

“Don’t you call me an idiot!” said Neville.","['Ron', 'Neville']",['Ron']
"

“Yes, but not to us,” said Ron in exasperation.",['Ron'],['Ron']
"“You’ll understand later, Neville,” said Ron as they 
stepped over him and pulled on the Invisibility Cloak.","['Neville', 'Ron', 'the Invisibility Cloak']",['Ron']
"

“Oh, let’s kick her, just this once,” Ron whispered in 
Harry’s ear, but Harry shook his head.","['’s', 'Ron', 'Harry’s', 'Harry']",['Ron']
"“Brilliant, Harry!” whispered Ron. 

","['Harry', 'Ron']",['Ron']
"

“Don’t be stupid,” said Ron. 

",['Ron'],['Ron']
"

“Looks like a harp,” said Ron.",['Ron'],['Ron']
"“Well, here goes ...” 

He put Hagrid’s flute to his lips and blew.",['Hagrid'],['Hagrid']
"“Keep playing,” Ron warned Harry as they slipped out 
of the cloak and crept toward the trapdoor.","['Ron', 'Harry']",['Ron']
"

“I think we’ll be able to pull the door open,” said Ron, 
peering over the dog’s back.",['Ron'],['Ron']
"Ron gritted his teeth and stepped carefully 
over the dog’s legs.",['Ron'],['Ron']
"

Harry, who was still playing the flute, waved at Ron to 
get his attention and pointed at himself. 

","['Harry', 'Ron']",['Ron']
Are you sure?” said Ron.,['Ron'],['Ron']
"Then he looked up at 
Ron and said, “If anything happens to me, don’t 
follow.",['Ron'],['Ron']
"Go straight to the owlery and send Hedwig to 
Dumbledore, right?”","['Hedwig', 'Dumbledore']",['Dumbledore']
",” said Ron. 

",['Ron'],['Ron']
"

Page | 310 Harry Potter and the Philosophers Stone - J.K. Rowling 




Ron followed right away.","['310', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Ron']",['Ron']
"

“Lucky this plant thing’s here, really,” said Ron. 

",['Ron'],['Ron']
"As for Harry and Ron, their legs 
had already been bound tightly in long creepers 
without their noticing.","['Harry', 'Ron']",['Ron']
"

“Oh, I’m so glad we know what it’s called, that’s a 
great help,” snarled Ron, leaning back, trying to stop 
the plant from curling around his neck.",['Ron'],['Ron']
Ron bellowed.,['Ron'],['Ron']
"“ARE YOU A 
WITCH OR NOT?” 

“Oh, right!” said Hermione, and she whipped out her 
wand, waved it, muttered something, and sent a jet of 
the same bluebell flames she had used on Snape at 
the plant.","['Hermione', 'Snape']",['Snape']
"“Yeah,” said Ron, “and lucky Harry doesn’t lose his 
head in a crisis — ‘there’s no wood,’ honestly.”","['Ron', 'Harry']",['Ron']
"Ron whispered. 

",['Ron'],['Ron']
"

“Do you think they’ll attack us if we cross the room?” 
said Ron. 

",['Ron'],['Ron']
"“Now what?” said Ron. 



",['Ron'],['Ron']
"

Ron examined the lock on the door.",['Ron'],['Ron']
"

Page | 314 Harry Potter and the Philosophers Stone - J.K. Rowling 




Ron went speeding in the direction that Harry was 
pointing, crashed into the ceiling, and nearly fell off 
his broom.","['314', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Ron', 'Harry']",['Ron']
"“Ron, you 
come at it from above — Hermione, stay below and 
stop it from going down — and I’ll try and catch it. 
",['Ron'],['Ron']
"

Ron dived, Hermione rocketed upward, the key 
dodged them both, and Harry streaked after it; it sped 
toward the wall, Harry leaned forward and with a 
nasty, crunching noise, pinned it against the stone 
with one hand.","['Ron', 'Hermione', 'Harry', 'Harry']",['Ron']
"Ron and Hermione ’s cheers echoed 
around the high chamber.",['Ron'],['Ron']
"Harry, Ron and Hermione shivered 
slightly — the towering white chessmen had no faces.","['Harry', 'Ron']",['Ron']
"“It’s obvious, isn’t it?” said Ron.",['Ron'],['Ron']
"

“I think,” said Ron, “we’re going to have to be 
chessmen.”",['Ron'],['Ron']
"The horse pawed the ground and the knight 
turned his helmeted head to look down at Ron. 

“Do we — er — have to join you to get across?”",['Ron'],['Ron']
"Ron turned to the other 
two. 

","['Ron', 'two']",['Ron']
"Harry and Hermione stayed quiet, watching Ron 
think.","['Harry', 'Hermione', 'Ron']",['Ron']
"

“What about you?” 

“I’m going to be a knight,” said Ron. 

",['Ron'],['Ron']
"The chessmen seemed to have been listening, because 
at these words a knight, a bishop, and a castle turned 
their backs on the white pieces and walked off the 
board, leaving three empty squares that Harry, Ron, 
and Hermione took.","['three', 'Harry', 'Ron', 'Hermione']",['Ron']
"

“White always plays first in chess,” said Ron, peering 
across the board.","['first', 'Ron']",['Ron']
Ron started to direct the black pieces.,['Ron'],['Ron']
"

“Had to let that happen,” said Ron, looking shaken. 
",['Ron'],['Ron']
"Twice, Ron only 
just noticed in time that Harry and Hermione were in 
danger.","['Ron', 'Harry', 'Hermione']",['Ron']
"“Yes ...” said Ron softly, “it’s the only way ...",['Ron'],['Ron']
“That’s chess!” snapped Ron.,['Ron'],['Ron']
"

“But — ” 

“Do you want to stop Snape or not?” 

“Ron — ” 

“Look, if you don’t hurry up, hell already have the 
Stone!”","['Snape', 'Ron', 'Stone']","['Snape', 'Ron']"
"Ron called, his face pale but determined. 
",['Ron'],['Ron']
"She struck Ron hard across the head with her stone 
arm, and he crashed to the floor — Hermione 
screamed but stayed on her square — the white 
queen dragged Ron to one side.","['Ron', 'Ron']","['Ron', 'Ron']"
"With one last 
desperate look back at Ron, Harry and Hermione 
charged through the door and up the next 
passageway.","['one', 'Ron', 'Harry', 'Hermione']",['Ron']
"“What do you reckon’s next?” 

“We’ve had Sprout’s, that was the Devil’s Snare; 
Flitwick must’ve put charms on the keys; McGonagall 
transfigured the chessmen to make them alive; that 
leaves Quirrell’s spell, and Snape’s ...” 

They had reached another door.","['Sprout’s', 'Flitwick', 'McGonagall', 'Quirrell', 'Snape’s']","['Flitwick', 'McGonagall', 'Quirrell']"
"“No, listen, get back and 
get Ron.",['Ron'],['Ron']
"Grab brooms from the flying-key room, 
they’ll get you out of the trapdoor and past Fluffy — 
go straight to the owlery and send Hedwig to 
Dumbledore, we need him.","['Fluffy', 'Hedwig', 'Dumbledore']",['Dumbledore']
"I might be able to hold 
Snape off for a while, but I’m no match for him, 
really.”",['Snape'],['Snape']
"There was already someone there — but it wasn’t 
Snape.",['Snape'],['Snape']
"Page | 323 Harry Potter and the Philosophers Stone - J.K. Rowling 






THE MAN WITH TWO FACES 

It was Quirrell.","['323', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'TWO', 'Quirrell']",['Quirrell']
Quirrell smiled.,['Quirrell'],['Quirrell']
"

“But I thought — Snape — ” 

“Severus?”","['Snape', 'Severus']",['Snape']
"Quirrell laughed, and it wasn’t his usual 
quivering treble, either, but cold and sharp.",['Quirrell'],['Quirrell']
"Next to him, who would suspect p-p-poor, st- 
stuttering P-Professor Quirrell?” 

Harry couldn’t take it in.","['Quirrell', 'Harry']",['Quirrell']
"“But Snape tried to kill me!” 

",['Snape'],['Snape']
"Your friend Miss 
Granger accidentally knocked me over as she rushed 
to set fire to Snape at that Quidditch match.","['Miss \nGranger', 'Snape', 'Quidditch']",['Snape']
"I’d have managed 
it before then if Snape hadn’t been muttering a 
countercurse, trying to save you.”",['Snape'],['Snape']
"

“Snape was trying to save me?” 

“Of course,” said Quirrell coolly.",['Quirrell'],['Quirrell']
"I couldn’t do anything with 
Dumbledore watching.",['Dumbledore'],['Dumbledore']
"All the other teachers thought 
Snape was trying to stop Gryffindor from winning, he 
did make himself unpopular . . .",['Snape'],['Snape']
"

Quirrell snapped his fingers.",['Quirrell'],['Quirrell']
"Unfortunately, while everyone else was 
running around looking for it, Snape, who already 
suspected me, went straight to the third floor to head 
me off — and not only did my troll fail to beat you to 
death, that three-headed dog didn’t even manage to 
bite Snape","['Snape', 'third', 'three', 'Snape']","['Snape', 'Snape']"
"

It was only then that Harry realized what was 
standing behind Quirrell.","['Harry', 'Quirrell']",['Quirrell']
"“This mirror is the key to finding the Stone,” Quirrell 
murmured, tapping his way around the frame.","['Stone', 'Quirrell']",['Quirrell']
"...” 

All Harry could think of doing was to keep Quirrell 
talking and stop him from concentrating on the 
mirror.","['Harry', 'Quirrell']",['Quirrell']
“I saw you and Snape in the forest — ” he blurted out.,['Snape'],['Snape']
"

“Yes,” said Quirrell idly, walking around the mirror to 
look at the back.",['Quirrell'],['Quirrell']
"

Quirrell came back out from behind the mirror and 
stared hungrily into it. 

",['Quirrell'],['Quirrell']
"He had to keep Quirrell from giving 
his whole attention to the mirror.",['Quirrell'],['Quirrell']
“But Snape always seemed to hate me so much.”,['Snape'],['Snape']
"

“Oh, he does,” said Quirrell casually, “heavens, yes. 
",['Quirrell'],['Quirrell']
"

“But I heard you a few days ago, sobbing — I thought 
Snape was threatening you.","['a few days ago', 'Snape']",['Snape']
"For the first time, a spasm of fear flitted across 
Quirrell’s face.","['first', 'Quirrell']",['Quirrell']
"“He is with me wherever I go,” said Quirrell quietly.",['Quirrell'],['Quirrell']
Quirrell shivered suddenly.,['Quirrell'],['Quirrell']
"...” 

Quirrell’s voice trailed away.",['Quirrell'],['Quirrell']
"He’d seen Quirrell there that very day, shaken 
hands with him in the Leaky Cauldron. 

","['Quirrell', 'Leaky Cauldron']",['Quirrell']
"Quirrell cursed under his breath. 

",['Quirrell'],['Quirrell']
"What I want more than anything else in the world at 
the moment, he thought, is to find the Stone before 
Quirrell does.","['Stone', 'Quirrell']",['Quirrell']
"But how can I look without Quirrell realizing 
what I’m up to? 

",['Quirrell'],['Quirrell']
"He tried to edge to the left, to get in front of the glass 
without Quirrell noticing, but the ropes around his 
ankles were too tight: he tripped and fell over.",['Quirrell'],['Quirrell']
"Quirrell 
ignored him.",['Quirrell'],['Quirrell']
"

And to Harry’s horror, a voice answered, and the voice 
seemed to come from Quirrell himself.","['Harry', 'Quirrell']",['Quirrell']
"Use the boy ...” 

Quirrell rounded on Harry.","['Quirrell', 'Harry']",['Quirrell']
"

“Come here,” Quirrell repeated.",['Quirrell'],['Quirrell']
Quirrell moved close behind him.,['Quirrell'],['Quirrell']
“Well?” said Quirrell impatiently.,['Quirrell'],['Quirrell']
"“I see myself shaking hands with Dumbledore,” he 
invented.",['Dumbledore'],['Dumbledore']
"

Quirrell cursed again.",['Quirrell'],['Quirrell']
"But he hadn’t walked five paces before a high voice 
spoke, though Quirrell wasn’t moving his lips.","['five', 'Quirrell']",['Quirrell']
Quirrell shouted.,['Quirrell'],['Quirrell']
"Petrified, he 
watched as Quirrell reached up and began to unwrap 
his turban.","['Petrified', 'Quirrell']",['Quirrell']
"you saw faithful Quirrell drinking it for me in the 
forest ... and once I have the Elixir of Life, I will be 
able to create a body of my own. ...","['Quirrell', 'the Elixir of Life']",['Quirrell']
"Page | 330 Harry Potter and the Philosophers Stone - J.K. Rowling 




Quirrell was walking backward at him, so that 
Voldemort could still see him.","['330', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Quirrell', 'Voldemort']",['Quirrell']
"At once, a 
needle-sharp pain seared across Harry’s scar; his 
head felt as though it was about to split in two; he 
yelled, struggling with all his might, and to his 
surprise, Quirrell let go of him.","['Harry', 'two', 'Quirrell']",['Quirrell']
"The pain in his head 
lessened — he looked around wildly to see where 
Quirrell had gone, and saw him hunched in pain, 
looking at his fingers — they were blistering before his 
eyes.",['Quirrell'],['Quirrell']
"shrieked Voldemort again, 
and Quirrell lunged, knocking Harry clean off his feet, 
landing on top of him, both hands around Harry’s 
neck — Harry’s scar was almost blinding him with 
pain, yet he could see Quirrell howling in agony. 

","['Voldemort', 'Quirrell', 'Harry', 'Harry', 'Harry', 'Quirrell']","['Quirrell', 'Quirrell']"
"And Quirrell, though pinning Harry to the ground 
with his knees, let go of his neck and","['Quirrell', 'Harry']",['Quirrell']
"Quirrell raised his hand to perform a deadly curse, 
but Harry, by instinct, reached up and grabbed 
Quirrell’s face — 

“AAAARGH!”","['Quirrell', 'Harry', 'Quirrell']","['Quirrell', 'Quirrell']"
"

Quirrell rolled off him, his face blistering, too, and 
then Harry knew:","['Quirrell', 'Harry']",['Quirrell']
"Quirrell couldn’t touch his bare 
skin, not without suffering terrible pain — his only 
chance was to keep hold of Quirrell, keep him in 
enough pain to stop him from doing a curse. 

","['Quirrell', 'Quirrell']","['Quirrell', 'Quirrell']"
"Harry jumped to his feet, caught Quirrell by the arm, 
and hung on as tight as he could.","['Harry', 'Quirrell']",['Quirrell']
"Quirrell screamed 
and tried to throw Harry off — the pain in Harry’s 
head was building — he couldn’t see — he could only 
hear Quirrell’s terrible shrieks and Voldemort’s yells 
of, “KILL HIM!","['Quirrell', 'Harry', 'Harry', 'Quirrell’s', 'Voldemort']",['Quirrell']
"He felt Quirrell’s arm wrenched from his grasp, knew 
all was lost, and fell into blackness, down ... down ... 
down ... 

",['Quirrell'],['Quirrell']
"“Good afternoon, Harry,” said Dumbledore. 



","['afternoon', 'Harry', 'Dumbledore']",['Dumbledore']
It was Quirrell!,['Quirrell'],['Quirrell']
"Sir, quick — 



“Calm yourself, dear boy, you are a little behind the 
times,” said Dumbledore.",['Dumbledore'],['Dumbledore']
"“Quirrell does not have the 
Stone.”","['Quirrell', 'Stone']",['Quirrell']
"“Tokens from your friends and admirers,” said 
Dumbledore, beaming.","['Tokens', 'Dumbledore']",['Dumbledore']
"“What happened down in the 
dungeons between you and Professor Quirrell is a 
complete secret, so, naturally, the whole school 
knows.",['Quirrell'],['Quirrell']
"Mr. Ronald Weasley and Miss Granger 
will be most relieved you have come round, they have 
been extremely worried.”","['Ronald Weasley', 'Miss Granger']",['Miss Granger']
"Professor Quirrell did not manage to take it 



Page | 333 Harry Potter and the Philosophers Stone - J.K. Rowling 




from you.","['Quirrell', '333', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling']",['Quirrell']
"I arrived 
just in time to pull Quirrell off you — ” 

“It was you.”",['Quirrell'],['Quirrell']
"“But your friend — 
Nicolas Flamel — ” 

“Oh, you know about Nicolas?” said Dumbledore, 
sounding quite delighted.","['Nicolas Flamel', 'Nicolas', 'Dumbledore']",['Dumbledore']
"He 
left Quirrell to die; he shows just as little mercy to his 
followers as his enemies.",['Quirrell'],['Quirrell']
"“But why couldn’t Quirrell touch me?” 

“Your mother died to save you.",['Quirrell'],['Quirrell']
"Quirrell, full of hatred, 
greed, and ambition, sharing his soul with Voldemort, 
could not touch you for this reason.","['Quirrell', 'Voldemort']",['Quirrell']
Dumbledore’s eyes twinkled.,['Dumbledore'],['Dumbledore']
"

“Quirrell said Snape — ” 

“Professor Snape, Harry.”","['Quirrell', 'Snape', 'Snape', 'Harry']","['Quirrell', 'Snape', 'Snape']"
"

“Yes, him — Quirrell said he hates me because he 
hated my father.",['Quirrell'],['Quirrell']
"Not unlike 
yourself and Mr. Malfoy.",['Malfoy'],['Malfoy']
"And then, your father did 
something Snape could never forgive.”",['Snape'],['Snape']
"

“What?” 

“Yes ...” said Dumbledore dreamily.",['Dumbledore'],['Dumbledore']
"Professor Snape 
couldn’t bear being in your father’s debt. ...",['Snape'],['Snape']
"

“You let Professor Dumbledore in.",['Dumbledore'],['Dumbledore']
And she let Ron and Hermione in.,['Ron'],['Ron']
"“Oh, Harry, we were sure you were going to — 
Dumbledore was so worried — ” 

“The whole school’s talking about it,” said Ron.","['Harry', 'Dumbledore', 'Ron']","['Dumbledore', 'Ron']"
"Ron and Hermione 
were a very good audience; they gasped in all the 
right places, and when Harry told them what was 
under Quirrell’s turban, Hermione screamed out loud. 

","['Ron', 'Hermione', 'Harry', 'Quirrell', 'Hermione']","['Ron', 'Quirrell']"
“So the Stone’s gone?” said Ron finally.,"['Stone', 'Ron']",['Ron']
"“Flamel’s just 
going to die?” 

“That’s what I said, but Dumbledore thinks that — 
what was it? — ‘to the well-organized mind, death is 
but the next great adventure.’ ” 

“I always said he was off his rocker,” said Ron, 
looking quite impressed at how crazy his hero was. 

","['Flamel’s', 'Dumbledore', 'Ron']","['Dumbledore', 'Ron']"
"“I brought 
Ron round — that took a while — and we were 
dashing up to the owlery to contact Dumbledore when 
we met him in the entrance hall — he already knew — 
he just said, ‘","['Ron', 'Dumbledore']","['Ron', 'Dumbledore']"
"“D’you think he meant you to do it?” said Ron. 
",['Ron'],['Ron']
"“He’s a funny 
man, Dumbledore.",['Dumbledore'],['Dumbledore']
"It’s almost like he thought 
I had the right to face Voldemort if I could. ...” 

“Yeah, Dumbledore’s off his rocker, all right,” said 
Ron proudly.","['Voldemort', 'Ron']",['Ron']
"“I can, can’t 
I?” 



Page | 340 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Professor Dumbledore says you are to be allowed to 
go,” she said sniffily, as though in her opinion 
Professor Dumbledore didn’t realize how risky feasts 
could be.","['340', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Professor Dumbledore', 'Dumbledore']",['Dumbledore']
"As usual 
when he was indoors, Hagrid looked too big to be 
allowed.",['Hagrid'],['Hagrid']
"

“Hagrid!” said Harry, shocked to see Hagrid shaking 
with grief and remorse, great tears leaking down into 
his beard.","['Harry', 'Hagrid']",['Hagrid']
"“Hagrid, he’d have found out somehow, 
this is Voldemort we’re talking about, he’d have found 
out even if you hadn’t told him.”","['Hagrid', 'Voldemort']",['Hagrid']
sobbed Hagrid.,['Hagrid'],['Hagrid']
"Harry bellowed, and Hagrid was so 
shocked, he stopped crying.","['Harry', 'Hagrid']",['Hagrid']
"Please cheer up, Hagrid, we 
saved the Stone, it’s gone, he can’t use it.","['Hagrid', 'Stone']",['Hagrid']
"

“It’s not a stoat sandwich, is it?” said Harry 
anxiously, and at last Hagrid gave a weak chuckle.","['Harry', 'Hagrid']",['Hagrid']
"“Sent owls off ter all yer parents’ old school friends, 
askin’ fer photos ... knew yeh didn’ have any ... d’yeh 
like it?” 

Harry couldn’t speak, but Hagrid understood. 

","['Harry', 'Hagrid']",['Hagrid']
"He 
slipped into a seat between Ron and Hermione at the 
Gryffindor table and tried to ignore the fact that 
people were standing up to look at him. 

",['Ron'],['Ron']
"Fortunately, Dumbledore arrived moments later.",['Dumbledore'],['Dumbledore']
"

“Yes, yes, well done, Slytherin,” said Dumbledore. 
","['Slytherin', 'Dumbledore']",['Dumbledore']
"“Ahem,” said Dumbledore.",['Dumbledore'],['Dumbledore']
"Yes ... 

“First — to Mr. Ronald Weasley ...” 

Ron went purple in the face; he looked like a radish 
with a bad sunburn. 

""... for the best-played game of chess Hogwarts has 
seen in many years, I award Gryffindor House fifty 
points.”","['First', 'Ronald Weasley', 'Ron', 'Hogwarts', 'many years', 'House', 'fifty']",['Ron']
"

“Third — to Mr. Harry Potter ...” said Dumbledore. 

","['Third', 'Harry Potter', 'Dumbledore']",['Dumbledore']
"They had tied for the House 
Cup — if only Dumbledore had given Harry just one 
more point.","['the House \nCup', 'Dumbledore', 'Harry', 'one']",['Dumbledore']
"“There are all kinds of courage,” said Dumbledore, 
smiling.",['Dumbledore'],['Dumbledore']
"Harry, Ron, and Hermione stood up 
to yell and cheer as Neville, white with shock, 
disappeared under a pile of people hugging him.","['Harry', 'Ron', 'Hermione', 'Neville']",['Ron']
"Harry, still cheering, nudged Ron in the ribs 
and pointed at Malfoy, who couldn’t have looked more 
Page | 344 Harry Potter and the Philosophers Stone - J.K. Rowling 




stunned and horrified if he’d just had the Body-Bind 
Curse put on him. 

","['Harry', 'Ron', 'Malfoy', '344', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling']","['Ron', 'Malfoy']"
"Snape was shaking 
Professor McGonagall’s hand, with a horrible, forced 
smile.",['McGonagall'],['McGonagall']
"To their great 
surprise, both he and Ron passed with good marks; 
Hermione, of course, had the best grades of the first 
years.","['Ron', 'Hermione', 'the first \nyears']",['Ron']
"It was a shame, but as Ron said, you 
couldn’t have everything in life.",['Ron'],['Ron']
"And suddenly, their wardrobes were empty, their 
trunks were packed, Neville’s toad was found lurking 
in a corner of the toilets; notes were handed out to all 
students, warning them not to use magic over the 
holidays (“I always hope they’ll forget to give us 
Page | 345 Harry Potter and the Philosophers Stone - J.K. Rowling 




these,” said Fred Weasley sadly); Hagrid was there to 
take them down to the fleet of boats that sailed across 
the lake; they were boarding the Hogwarts Express; 
talking and laughing as the countryside became 
greener and tidier; eating Bertie Bott’s","['Neville', 'the \nholidays', '345', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Fred Weasley', 'Hagrid', 'Hogwarts Express', 'Bertie Bott’s']",['Hagrid']
"“You must come and stay this summer,” said Ron, 
“both of you — I’ll send you an owl.”","['this summer', 'Ron']",['Ron']
"

“Still famous,” said Ron, grinning at him. 

",['Ron'],['Ron']
"He, Ron, and Hermione passed through the gateway 
together. 

","['Ron', 'Hermione']",['Ron']
"It was Ginny Weasley, Ron’s younger sister, but she 
wasn’t pointing at Ron. 

","['Ginny Weasley', 'Ron', 'Ron']","['Ron', 'Ron']"
"I can see 
“Be quiet, Ginny, and it’s rude to point.”",['Ginny'],['Ginny']
"Harry hung back for a last word with Ron and 
Hermione. 

","['Harry', 'Ron']",['Ron']
