start_sent,sentences,entities
90,"Gazing 
absently over the rooftops, it was a few seconds before 
Harry realized what he was seeing. 

 Silhouetted against the golden moon, and growing 
larger every moment, was a large, strangely lopsided 
creature, and it was flapping in Harry’s direction. He 
stood quite still, watching it sink lower and lower.","['Harry', 'the']"
91,"Silhouetted against the golden moon, and growing 
larger every moment, was a large, strangely lopsided 
creature, and it was flapping in Harry’s direction. He 
stood quite still, watching it sink lower and lower. For 
a split second he hesitated, his hand on the window 
latch, wondering whether to slam it shut.","['Harry', 'the']"
92,"He 
stood quite still, watching it sink lower and lower. For 
a split second he hesitated, his hand on the window 
latch, wondering whether to slam it shut. But then 
the bizarre creature soared over one of the street 
lamps of Privet Drive, and Harry, realizing what it 
was, leapt aside. 

","['Harry', 'the']"
93,"For 
a split second he hesitated, his hand on the window 
latch, wondering whether to slam it shut. But then 
the bizarre creature soared over one of the street 
lamps of Privet Drive, and Harry, realizing what it 
was, leapt aside. 

 Through the window soared three owls, two of them 
holding up the third, which appeared to be 
unconscious.","['Harry', 'the']"
94,"But then 
the bizarre creature soared over one of the street 
lamps of Privet Drive, and Harry, realizing what it 
was, leapt aside. 

 Through the window soared three owls, two of them 
holding up the third, which appeared to be 
unconscious. They landed with a soft flump on 
Harry’s bed, and the middle owl, which was large and 
gray, keeled right over and lay motionless.","['Harry', 'the']"
95,"Through the window soared three owls, two of them 
holding up the third, which appeared to be 
unconscious. They landed with a soft flump on 
Harry’s bed, and the middle owl, which was large and 
gray, keeled right over and lay motionless. There was 
a large package tied to its legs. 

","['Harry', 'the']"
96,"They landed with a soft flump on 
Harry’s bed, and the middle owl, which was large and 
gray, keeled right over and lay motionless. There was 
a large package tied to its legs. 

 Harry recognized the unconscious owl at once — his 
name was Errol, and he belonged to the Weasley 
family.","['Harry', 'Errol', 'the']"
97,"There was 
a large package tied to its legs. 

 Harry recognized the unconscious owl at once — his 
name was Errol, and he belonged to the Weasley 
family. Harry dashed to the bed, untied the cords 
around Errol’s legs, took off the parcel, and then 
carried Errol to Hedwig’s cage.","['Harry', 'Errol', 'Hedwig', 'the']"
98,"Harry recognized the unconscious owl at once — his 
name was Errol, and he belonged to the Weasley 
family. Harry dashed to the bed, untied the cords 
around Errol’s legs, took off the parcel, and then 
carried Errol to Hedwig’s cage. Errol opened one 
bleary eye, gave a feeble hoot of thanks, and began to 
gulp some water. 

","['Harry', 'Errol', 'Hedwig', 'the']"
99,"Harry dashed to the bed, untied the cords 
around Errol’s legs, took off the parcel, and then 
carried Errol to Hedwig’s cage. Errol opened one 
bleary eye, gave a feeble hoot of thanks, and began to 
gulp some water. 

 Harry turned back to the remaining owls.","['Harry', 'Errol', 'Hedwig', 'the']"
100,"Errol opened one 
bleary eye, gave a feeble hoot of thanks, and began to 
gulp some water. 

 Harry turned back to the remaining owls. One of 
them, the large snowy female, was his own Hedwig. 
","['Harry', 'Errol', 'Hedwig', 'the']"
101,"Harry turned back to the remaining owls. One of 
them, the large snowy female, was his own Hedwig. 
 She, too, was carrying a parcel and looked extremely 
pleased with herself.","['Harry', 'Hedwig', 'the']"
102,"One of 
them, the large snowy female, was his own Hedwig. 
 She, too, was carrying a parcel and looked extremely 
pleased with herself. She gave Harry an affectionate 
nip with her beak as he removed her burden, then 
flew across the room to join Errol. 



","['Harry', 'Errol', 'Hedwig', 'the']"
103,"She, too, was carrying a parcel and looked extremely 
pleased with herself. She gave Harry an affectionate 
nip with her beak as he removed her burden, then 
flew across the room to join Errol. 



 Page | 8 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Harry didn’t recognize the third owl, a handsome 
tawny one, but he knew at once where it had come 
from, because in addition to a third package, it was 
carrying a letter bearing the Hogwarts crest.","['handsome', 'the', 'Harry Potter', 'Errol', 'Harry']"
104,"She gave Harry an affectionate 
nip with her beak as he removed her burden, then 
flew across the room to join Errol. 



 Page | 8 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Harry didn’t recognize the third owl, a handsome 
tawny one, but he knew at once where it had come 
from, because in addition to a third package, it was 
carrying a letter bearing the Hogwarts crest. When 
Harry relieved this owl of its burden, it ruffled its 
feathers importantly, stretched its wings, and took off 
through the window into the night. 

","['handsome', 'the', 'Harry Potter', 'Errol', 'Harry']"
105,"Page | 8 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Harry didn’t recognize the third owl, a handsome 
tawny one, but he knew at once where it had come 
from, because in addition to a third package, it was 
carrying a letter bearing the Hogwarts crest. When 
Harry relieved this owl of its burden, it ruffled its 
feathers importantly, stretched its wings, and took off 
through the window into the night. 

 Harry sat down on his bed and grabbed Errol’s 
package, ripped off the brown paper, and discovered a 
present wrapped in gold, and his first ever birthday 
card.","['handsome', 'the', 'Harry Potter', 'Errol', 'Harry']"
106,"When 
Harry relieved this owl of its burden, it ruffled its 
feathers importantly, stretched its wings, and took off 
through the window into the night. 

 Harry sat down on his bed and grabbed Errol’s 
package, ripped off the brown paper, and discovered a 
present wrapped in gold, and his first ever birthday 
card. Fingers trembling slightly, he opened the 
envelope.","['Harry', 'Errol', 'the']"
107,"Harry sat down on his bed and grabbed Errol’s 
package, ripped off the brown paper, and discovered a 
present wrapped in gold, and his first ever birthday 
card. Fingers trembling slightly, he opened the 
envelope. Two pieces of paper fell out — a letter and a 
newspaper clipping. 

","['newspaper', 'Harry', 'Errol', 'the']"
108,"Fingers trembling slightly, he opened the 
envelope. Two pieces of paper fell out — a letter and a 
newspaper clipping. 

 The clipping had clearly come out of the wizarding 
newspaper, the Daily Prophet, because the people in 
the black-and-white picture were moving.","['newspaper', 'black', 'The', 'the']"
109,"Two pieces of paper fell out — a letter and a 
newspaper clipping. 

 The clipping had clearly come out of the wizarding 
newspaper, the Daily Prophet, because the people in 
the black-and-white picture were moving. Harry 
picked up the clipping, smoothed it out, and read: 

MINISTRY OF MAGIC EMPLOYEE 

SCOOPS GRAND PRIZE 

Arthur Weasley, Head of the Misuse of Muggle Artifacts 
Office at the Ministry of Magic, has won the annual 
Daily Prophet Grand Prize Galleon Draw. 

","['newspaper', 'Arthur Weasley', 'black', 'the', 'MAGIC', 'The', 'Harry', 'Magic']"
110,"The clipping had clearly come out of the wizarding 
newspaper, the Daily Prophet, because the people in 
the black-and-white picture were moving. Harry 
picked up the clipping, smoothed it out, and read: 

MINISTRY OF MAGIC EMPLOYEE 

SCOOPS GRAND PRIZE 

Arthur Weasley, Head of the Misuse of Muggle Artifacts 
Office at the Ministry of Magic, has won the annual 
Daily Prophet Grand Prize Galleon Draw. 

 A delighted Mr. Weasley told the Daily Prophet, “We 
will be spending the gold on a summer holiday in 
Egypt, where our eldest son, Bill, works as a curse 
breaker for Gringotts Wizarding Bank. ” 

","['newspaper', 'Arthur Weasley', 'Mr. Weasley', 'Bill', 'black', 'the', 'MAGIC', 'Gringotts', 'The', 'Harry', 'Magic']"
111,"Harry 
picked up the clipping, smoothed it out, and read: 

MINISTRY OF MAGIC EMPLOYEE 

SCOOPS GRAND PRIZE 

Arthur Weasley, Head of the Misuse of Muggle Artifacts 
Office at the Ministry of Magic, has won the annual 
Daily Prophet Grand Prize Galleon Draw. 

 A delighted Mr. Weasley told the Daily Prophet, “We 
will be spending the gold on a summer holiday in 
Egypt, where our eldest son, Bill, works as a curse 
breaker for Gringotts Wizarding Bank. ” 

 The Weasley family will be spending a month in 
Egypt, returning for the start of the new school year 
at Hogwarts, which five of the Weasley children 
currently attend. 



","['Arthur Weasley', 'Mr. Weasley', 'the', 'MAGIC', 'Gringotts', 'Bill', 'Harry', 'Magic', 'The']"
112,"A delighted Mr. Weasley told the Daily Prophet, “We 
will be spending the gold on a summer holiday in 
Egypt, where our eldest son, Bill, works as a curse 
breaker for Gringotts Wizarding Bank. ” 

 The Weasley family will be spending a month in 
Egypt, returning for the start of the new school year 
at Hogwarts, which five of the Weasley children 
currently attend. 



 Page | 9 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Harry scanned the moving photograph, and a grin 
spread across his face as he saw all nine of the 
Weasleys waving furiously at him, standing in front of 
a large pyramid.","['the', 'Harry', 'Harry Potter', 'face', 'Gringotts', 'Bill', 'Mr. Weasley', 'The']"
113,"The Weasley family will be spending a month in 
Egypt, returning for the start of the new school year 
at Hogwarts, which five of the Weasley children 
currently attend. 



 Page | 9 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Harry scanned the moving photograph, and a grin 
spread across his face as he saw all nine of the 
Weasleys waving furiously at him, standing in front of 
a large pyramid. Plump little Mrs. Weasley; tall, 
balding Mr. Weasley; six sons; and one daughter, all 
(though the black-and-white picture didn’t show it) 
with flaming-red hair.","['Mr. Weasley', 'tall', 'black', 'the', 'Harry Potter', 'face', 'The', 'Harry']"
114,"Page | 9 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Harry scanned the moving photograph, and a grin 
spread across his face as he saw all nine of the 
Weasleys waving furiously at him, standing in front of 
a large pyramid. Plump little Mrs. Weasley; tall, 
balding Mr. Weasley; six sons; and one daughter, all 
(though the black-and-white picture didn’t show it) 
with flaming-red hair. Right in the middle of the 
picture was Ron, tall and gangling, with his pet rat, 
Scabbers, on his shoulder and his arm around his 
little sister, Ginny. 

","['Mr. Weasley', 'tall', 'black', 'Ginny', 'the', 'Harry Potter', 'face', 'Harry', 'Ron']"
115,"Plump little Mrs. Weasley; tall, 
balding Mr. Weasley; six sons; and one daughter, all 
(though the black-and-white picture didn’t show it) 
with flaming-red hair. Right in the middle of the 
picture was Ron, tall and gangling, with his pet rat, 
Scabbers, on his shoulder and his arm around his 
little sister, Ginny. 

 Harry couldn’t think of anyone who deserved to win a 
large pile of gold more than the Weasleys, who were 
very nice and extremely poor.","['tall', 'black', 'Ginny', 'the', 'Harry', 'Mr. Weasley', 'Ron']"
